model,LRMS,IRMS,Fnat,DcokQ,CAPRI
92,33.0,13.0,0.0,0.02511870807895888,incorrect
93,15.58,9.48,0.0,0.08459984665531604,incorrect
94,34.93,12.4,0.0,0.023442616099868415,incorrect
95,44.04,13.43,0.0,0.016078209856034018,incorrect
96,15.86,8.64,0.39,0.2141325531400522,incorrect
97,5.17,1.42,0.94,0.7324434222674278,medium
98,17.53,8.75,0.0,0.07296844038345911,incorrect
99,40.29,16.25,0.0,0.01702022084267581,incorrect
100,50.03,15.67,0.0,0.012378487412914857,incorrect
101,13.28,6.28,0.22,0.18819651420589148,incorrect
102,17.63,9.16,0.0,0.07157496412026837,incorrect
103,14.69,9.23,0.0,0.09218632758401933,incorrect
104,23.11,10.95,0.11,0.08252689487157096,incorrect
105,28.82,12.85,0.0,0.031156036506561725,incorrect
107,5.17,1.38,0.94,0.7371826699435445,medium
109,18.52,10.58,0.0,0.06456673906511003,incorrect
111,18.28,9.62,0.0,0.06717080553556735,incorrect
112,47.95,16.6,0.0,0.012855206853419182,incorrect
113,14.79,9.05,0.0,0.09167466483973909,incorrect
114,49.23,16.49,0.0,0.012384906759790851,incorrect
115,47.0,16.26,0.0,0.01336988422148973,incorrect
116,23.08,11.04,0.11,0.08251998913527923,incorrect
117,44.58,15.97,0.0,0.014608047598495794,incorrect
118,25.39,10.63,0.0,0.0401013825066743,incorrect
