model,LRMS,IRMS,Fnat,DcokQ,CAPRI
74,31.4,14.76,0.0,0.026165982058996232,incorrect
75,46.4,18.55,0.0,0.012988372499600111,incorrect
76,47.14,18.94,0.0,0.012574150218403133,incorrect
77,57.96,23.51,0.0,0.008369506662636458,incorrect
78,18.6,10.67,0.56,0.25071337506042257,acceptable
79,30.41,12.59,0.0,0.028820756984276264,incorrect
80,16.97,8.71,0.0,0.07645660750103725,incorrect
81,49.5,20.26,0.0,0.01136462987868115,incorrect
82,50.1,20.6,0.0,0.01108450162753489,incorrect
83,49.56,18.97,0.0,0.011596152319445356,incorrect
84,21.51,11.51,0.01,0.05392147670191393,incorrect
85,48.99,20.02,0.0,0.011602193846216803,incorrect
86,45.84,18.71,0.0,0.013208937419658763,incorrect
87,20.75,10.37,0.14,0.10139532746643788,incorrect
88,19.79,10.97,0.42,0.198033493710467,incorrect
89,18.59,10.66,0.45,0.2141098542232918,incorrect
90,34.05,14.9,0.0,0.022898007987127624,incorrect
91,3.04,1.73,1.04,0.7852487506142594,medium
92,30.37,12.55,0.01,0.03224250389078471,incorrect
93,21.24,9.65,0.07,0.07721157225883872,incorrect
94,46.98,18.93,0.0,0.012645679440828365,incorrect
95,56.54,23.19,0.0,0.008755959787328417,incorrect
96,13.64,7.53,0.12,0.14596043360191732,incorrect
97,21.41,11.55,0.01,0.05424777520845727,incorrect
98,18.65,7.06,0.52,0.2450618687189565,acceptable
99,40.38,15.98,0.0,0.01705479135830464,incorrect
100,46.69,18.68,0.0,0.012828800642864744,incorrect
101,51.58,20.31,0.0,0.010621203280202733,incorrect
102,2.93,1.32,1.08,0.845789298134072,high
103,43.99,18.05,0.0,0.014283674874825672,incorrect
104,52.2,21.77,0.0,0.010185163929165303,incorrect
105,19.61,10.72,0.32,0.16578930062123673,incorrect
106,44.09,17.71,0.0,0.014319256003199885,incorrect
109,2.54,1.47,1.07,0.832708172617298,high
110,3.18,1.66,0.88,0.7355724124532345,medium
114,2.62,1.51,1.14,0.8499707611712388,high
118,2.63,1.31,1.05,0.8433122746135937,high
